order_id,order_date,year,month,customer_id,customer_age,customer_city,region,category,product_name,quantity,unit_price_inr,discount_pct,net_revenue_inr,payment_method,order_status,delivery_days,return_reason
ORD-2193,2023-04-30,2023,April,CUST-834,31,Hyderabad,South,Sports,Pull-up Bar,3,6849.44,25,15411.24,COD,Cancelled,,
ORD-2271,2023-05-01,2023,May,CUST-443,19,Ahmedabad,West,Clothing,Running Shoes,6,6269.88,10,33857.35,Net Banking,Cancelled,,
ORD-2609,2023-05-02,2023,May,CUST-804,27,Jabalpur,Central,Books,Thinking Fast and Slow,2,5707.17,0,11414.34,UPI,Delivered,3,
ORD-2861,2023-05-02,2023,May,CUST-607,53,Kochi,South,Clothing,Cotton T-Shirt,4,7680.62,10,27650.23,Wallet,Delivered,8,
ORD-2619,2023-05-03,2023,May,CUST-811,43,Dehradun,North,Beauty,Makeup Brush Set,4,4228.03,0,16912.12,COD,Delivered,7,
ORD-2311,2023-05-04,2023,May,CUST-277,46,Dehradun,North,Home & Kitchen,Non-stick Pan,6,373.36,0,2240.16,UPI,Cancelled,,
ORD-2494,2023-05-07,2023,May,CUST-749,46,Vadodara,West,Home & Kitchen,Air Fryer,6,5222.75,0,31336.5,Debit Card,Delivered,2,
ORD-2160,2023-05-08,2023,May,CUST-268,37,Hyderabad,South,Beauty,Eye Cream,2,3516.68,0,7033.36,UPI,Delivered,3,
ORD-2729,2023-05-08,2023,May,CUST-555,30,Jabalpur,Central,Clothing,Kurta Set,4,1498.77,0,5995.08,Credit Card,Delivered,6,
ORD-2102,2023-05-09,2023,May,CUST-312,53,Bengaluru,South,Electronics,LED Desk Lamp,1,6314.68,5,5998.95,COD,Returned,4,Defective product
ORD-2159,2023-05-09,2023,May,CUST-560,22,Gwalior,Central,Home & Kitchen,Rice Cooker,4,6603.38,0,26413.52,Net Banking,Delivered,11,
ORD-2161,2023-05-09,2023,May,CUST-195,52,Nashik,West,Clothing,Winter Jacket,1,2078.78,10,1870.9,COD,Returned,5,Quality not as expected
ORD-2989,2023-05-09,2023,May,CUST-573,18,Jabalpur,Central,Books,Zero to One,1,6066.15,20,4852.92,COD,Delivered,11,
ORD-2053,2023-05-10,2023,May,CUST-677,25,Kochi,South,Electronics,Wireless Earbuds,1,5007.55,5,4757.17,UPI,Delivered,11,
ORD-2107,2023-05-10,2023,May,CUST-699,58,Chandigarh,North,Home & Kitchen,Rice Cooker,3,4904.55,0,14713.65,COD,Delivered,10,
ORD-2754,2023-05-10,2023,May,CUST-314,49,Ahmedabad,West,Toys & Games,Building Blocks,3,2051.66,10,5539.48,Wallet,Delivered,10,
ORD-2132,2023-05-11,2023,May,CUST-195,51,Chennai,South,Beauty,Body Lotion,3,4514.48,15,11511.92,Wallet,Cancelled,,
ORD-2732,2023-05-11,2023,May,CUST-635,32,Raipur,Central,Sports,Jump Rope,1,4745.5,0,4745.5,Wallet,Delivered,10,
ORD-2628,2023-05-12,2023,May,CUST-127,55,Nashik,West,Home & Kitchen,Vacuum Cleaner,3,584.25,0,1752.75,Wallet,Delivered,6,
ORD-2935,2023-05-12,2023,May,CUST-512,29,Gwalior,Central,Home & Kitchen,Blender,1,6429.52,20,5143.62,Debit Card,Returned,7,Delayed delivery
ORD-2334,2023-05-13,2023,May,CUST-513,45,Raipur,Central,Toys & Games,Board Game - Strategy,4,6302.17,0,25208.68,Net Banking,Returned,7,Delayed delivery
ORD-2336,2023-05-13,2023,May,CUST-702,50,Kochi,South,Electronics,LED Desk Lamp,6,7027.18,10,37946.77,Debit Card,Delivered,7,
ORD-2455,2023-05-13,2023,May,CUST-209,30,Chandigarh,North,Beauty,Eye Cream,5,5304.24,0,26521.2,Net Banking,Delivered,1,
ORD-2770,2023-05-13,2023,May,CUST-860,48,Mysuru,South,Sports,Yoga Mat,4,3188.73,0,12754.92,Credit Card,Delivered,7,
ORD-2103,2023-05-14,2023,May,CUST-212,29,Ahmedabad,West,Books,Clean Code,5,121.4,0,607.0,Wallet,Delivered,5,
ORD-2286,2023-05-14,2023,May,CUST-802,41,Delhi,North,Electronics,USB-C Hub,1,6658.94,5,6325.99,Wallet,Delivered,7,
ORD-2434,2023-05-15,2023,May,CUST-135,19,Kochi,South,Home & Kitchen,Non-stick Pan,6,2343.98,0,14063.88,Wallet,Delivered,3,
ORD-2862,2023-05-15,2023,May,CUST-229,19,Nagpur,West,Beauty,Face Wash,5,5834.36,20,23337.44,UPI,Delivered,2,
ORD-2390,2023-05-18,2023,May,CUST-192,50,Mysuru,South,Sports,Skipping Rope,4,1863.12,10,6707.23,Net Banking,Delivered,9,
ORD-2531,2023-05-18,2023,May,CUST-116,59,Varanasi,East,Books,Zero to One,4,1317.71,0,5270.84,UPI,Delivered,2,
ORD-2435,2023-05-19,2023,May,CUST-281,52,Cuttack,East,Clothing,Formal Shirt,5,7484.37,25,28066.39,COD,Cancelled,,
ORD-2119,2023-05-21,2023,May,CUST-396,34,Delhi,North,Home & Kitchen,Vacuum Cleaner,2,2480.21,5,4712.4,Debit Card,Cancelled,,
ORD-2260,2023-05-21,2023,May,CUST-793,59,Chandigarh,North,Books,Deep Work,1,2574.48,10,2317.03,UPI,Delivered,3,
ORD-2898,2023-05-22,2023,May,CUST-486,27,Guwahati,East,Toys & Games,Building Blocks,2,6638.79,0,13277.58,Wallet,Delivered,12,
ORD-2766,2023-05-23,2023,May,CUST-744,54,Jabalpur,Central,Beauty,Body Lotion,3,4735.95,0,14207.85,COD,Delivered,6,
ORD-2812,2023-05-23,2023,May,CUST-643,25,Pune,West,Electronics,Webcam,1,3708.66,20,2966.93,Debit Card,Delivered,10,
ORD-2957,2023-05-23,2023,May,CUST-331,45,Pune,West,Home & Kitchen,Air Fryer,1,1868.71,0,1868.71,UPI,Delivered,6,
ORD-2262,2023-05-24,2023,May,CUST-703,25,Gwalior,Central,Books,Deep Work,2,783.84,0,1567.68,Wallet,Cancelled,,
ORD-2388,2023-05-24,2023,May,CUST-851,34,Lucknow,North,Home & Kitchen,Food Storage Set,6,4891.36,10,26413.34,Wallet,Delivered,4,
ORD-2725,2023-05-24,2023,May,CUST-386,53,Bhopal,Central,Books,Zero to One,3,807.75,0,2423.25,Net Banking,Cancelled,,
ORD-2722,2023-05-26,2023,May,CUST-900,28,Nagpur,West,Beauty,Face Wash,4,761.88,5,2895.14,UPI,Delivered,9,
ORD-2886,2023-05-27,2023,May,CUST-208,18,Lucknow,North,Toys & Games,Lego Set (200 pcs),2,6182.93,10,11129.27,COD,Returned,10,Defective product
ORD-2315,2023-05-28,2023,May,CUST-139,43,Cuttack,East,Clothing,Kurta Set,1,1459.38,20,1167.5,Net Banking,Returned,10,Delayed delivery
ORD-2707,2023-05-28,2023,May,CUST-828,49,Cuttack,East,Beauty,Body Lotion,6,7787.85,0,46727.1,Net Banking,Delivered,3,
ORD-2645,2023-05-29,2023,May,CUST-415,41,Gwalior,Central,Electronics,Webcam,4,5492.63,10,19773.47,Credit Card,Delivered,8,
ORD-2603,2023-05-30,2023,May,CUST-465,26,Bhopal,Central,Clothing,Ankle Socks (Pack of 6),3,1385.49,0,4156.47,UPI,Delivered,8,
ORD-2284,2023-06-01,2023,June,CUST-464,33,Mumbai,West,Electronics,USB-C Hub,2,6702.81,15,11394.78,Net Banking,Delivered,12,
ORD-2469,2023-06-01,2023,June,CUST-587,23,Bhubaneswar,East,Beauty,Body Lotion,2,3511.29,20,5618.06,COD,Delivered,6,
ORD-2351,2023-06-02,2023,June,CUST-758,18,Guwahati,East,Sports,Resistance Bands,4,2830.42,20,9057.34,UPI,Returned,10,Defective product
ORD-2401,2023-06-03,2023,June,CUST-729,48,Jaipur,North,Books,Python Crash Course,5,6889.77,20,27559.08,COD,Returned,2,Wrong item delivered
ORD-2900,2023-06-03,2023,June,CUST-581,29,Delhi,North,Electronics,Laptop Stand,5,6664.44,20,26657.76,Wallet,Cancelled,,
ORD-2912,2023-06-06,2023,June,CUST-115,24,Guwahati,East,Toys & Games,Soft Plush Toy,2,7975.38,0,15950.76,UPI,Returned,11,Better price elsewhere
ORD-2464,2023-06-09,2023,June,CUST-696,41,Ahmedabad,West,Toys & Games,Soft Plush Toy,1,397.12,15,337.55,UPI,Delivered,5,
ORD-2882,2023-06-09,2023,June,CUST-477,45,Mysuru,South,Books,Thinking Fast and Slow,3,1709.96,20,4103.9,UPI,Delivered,4,
ORD-2569,2023-06-11,2023,June,CUST-218,50,Kolkata,East,Clothing,Fleece Hoodie,1,5948.29,0,5948.29,Credit Card,Delivered,8,
ORD-2771,2023-06-12,2023,June,CUST-307,55,Kochi,South,Home & Kitchen,Blender,3,3513.39,25,7905.13,COD,Returned,10,Changed mind
ORD-2943,2023-06-12,2023,June,CUST-224,34,Agra,North,Beauty,Moisturiser SPF50,3,3921.9,0,11765.7,UPI,Delivered,12,
ORD-2075,2023-06-14,2023,June,CUST-395,49,Nagpur,West,Electronics,Mechanical Keyboard,3,2635.36,0,7906.08,Wallet,Delivered,7,
ORD-2383,2023-06-14,2023,June,CUST-358,57,Vizag,South,Beauty,Eye Cream,6,6825.52,0,40953.12,UPI,Delivered,4,
ORD-2033,2023-06-16,2023,June,CUST-283,19,Nagpur,West,Beauty,Hair Serum,5,6019.87,5,28594.38,Wallet,Delivered,7,
ORD-2054,2023-06-17,2023,June,CUST-126,55,Ahmedabad,West,Home & Kitchen,Non-stick Pan,5,4896.26,0,24481.3,Debit Card,Delivered,2,
ORD-2270,2023-06-17,2023,June,CUST-629,51,Delhi,North,Beauty,Face Wash,6,1182.97,0,7097.82,Wallet,Delivered,6,
ORD-2887,2023-06-17,2023,June,CUST-258,48,Jaipur,North,Beauty,Eye Cream,2,3894.36,25,5841.54,UPI,Delivered,6,
ORD-2697,2023-06-18,2023,June,CUST-877,43,Bhopal,Central,Books,Data Science Handbook,1,2771.6,20,2217.28,Credit Card,Delivered,1,
ORD-2682,2023-06-20,2023,June,CUST-596,46,Patna,East,Electronics,Bluetooth Speaker,4,3431.85,0,13727.4,Net Banking,Delivered,12,
ORD-2913,2023-06-23,2023,June,CUST-386,22,Bhopal,Central,Toys & Games,Remote Control Car,4,842.5,15,2864.5,COD,Delivered,3,
ORD-2175,2023-06-24,2023,June,CUST-893,57,Raipur,Central,Home & Kitchen,Non-stick Pan,6,504.71,25,2271.19,Net Banking,Delivered,11,
ORD-2307,2023-06-24,2023,June,CUST-218,48,Indore,West,Home & Kitchen,Air Fryer,2,865.2,5,1643.88,Debit Card,Returned,5,Defective product
ORD-2495,2023-06-24,2023,June,CUST-266,27,Patna,East,Electronics,Gaming Mouse,4,4446.73,0,17786.92,UPI,Delivered,10,
ORD-2806,2023-06-24,2023,June,CUST-820,29,Siliguri,East,Toys & Games,Soft Plush Toy,6,2376.89,20,11409.07,UPI,Delivered,6,
ORD-2854,2023-06-24,2023,June,CUST-795,39,Mysuru,South,Electronics,Webcam,1,3438.51,20,2750.81,UPI,Delivered,2,
ORD-2995,2023-06-24,2023,June,CUST-305,52,Bengaluru,South,Electronics,Power Bank,2,1218.32,5,2314.81,Net Banking,Delivered,12,
ORD-2750,2023-06-28,2023,June,CUST-282,33,Kochi,South,Electronics,Wireless Earbuds,3,1474.76,10,3981.85,UPI,Delivered,9,
ORD-2184,2023-06-29,2023,June,CUST-506,20,Chandigarh,North,Clothing,Baseball Cap,6,4634.65,0,27807.9,Net Banking,Delivered,3,
ORD-2187,2023-06-29,2023,June,CUST-627,45,Agra,North,Beauty,Face Wash,3,4584.47,5,13065.74,Debit Card,Returned,11,Better price elsewhere
ORD-2507,2023-06-29,2023,June,CUST-788,39,Vadodara,West,Electronics,LED Desk Lamp,4,5821.73,0,23286.92,Net Banking,Delivered,6,
ORD-2036,2023-07-02,2023,July,CUST-710,24,Jabalpur,Central,Sports,Foam Roller,1,1010.2,10,909.18,Net Banking,Returned,5,Defective product
ORD-2942,2023-07-04,2023,July,CUST-775,29,Varanasi,East,Beauty,Body Lotion,6,7274.59,0,43647.54,COD,Delivered,1,
ORD-2059,2023-07-06,2023,July,CUST-364,40,Gwalior,Central,Toys & Games,Puzzle (1000 pcs),3,325.73,15,830.61,Debit Card,Delivered,4,
ORD-2418,2023-07-07,2023,July,CUST-610,30,Vadodara,West,Books,Thinking Fast and Slow,2,7164.1,10,12895.38,Wallet,Cancelled,,
ORD-2308,2023-07-09,2023,July,CUST-291,41,Cuttack,East,Toys & Games,Puzzle (1000 pcs),6,2192.53,20,10524.14,Net Banking,Delivered,7,
ORD-2807,2023-07-10,2023,July,CUST-877,29,Chennai,South,Books,Thinking Fast and Slow,4,4579.03,5,17400.31,UPI,Delivered,1,
ORD-2423,2023-07-11,2023,July,CUST-582,35,Bhopal,Central,Books,Deep Work,3,2955.66,10,7980.28,COD,Returned,5,Wrong item delivered
ORD-2441,2023-07-12,2023,July,CUST-150,27,Cuttack,East,Electronics,LED Desk Lamp,3,5632.73,25,12673.64,COD,Delivered,1,
ORD-2584,2023-07-12,2023,July,CUST-500,23,Varanasi,East,Beauty,Sunscreen Spray,6,7567.39,0,45404.34,UPI,Delivered,2,
ORD-2883,2023-07-13,2023,July,CUST-763,29,Patna,East,Home & Kitchen,Air Fryer,4,1560.72,0,6242.88,Debit Card,Returned,8,Delayed delivery
ORD-2655,2023-07-15,2023,July,CUST-491,49,Cuttack,East,Sports,Foam Roller,1,1872.42,5,1778.8,UPI,Delivered,5,
ORD-2039,2023-07-16,2023,July,CUST-793,42,Varanasi,East,Sports,Dumbbells (5kg),4,5606.95,0,22427.8,Wallet,Delivered,11,
ORD-2063,2023-07-16,2023,July,CUST-383,48,Jaipur,North,Clothing,Winter Jacket,3,1043.48,0,3130.44,Wallet,Delivered,12,
ORD-2639,2023-07-16,2023,July,CUST-575,37,Raipur,Central,Books,The Pragmatic Programmer,4,1983.02,0,7932.08,Net Banking,Delivered,4,
ORD-2866,2023-07-16,2023,July,CUST-731,19,Chennai,South,Books,SQL for Beginners,2,3269.14,10,5884.45,UPI,Delivered,7,
ORD-2136,2023-07-18,2023,July,CUST-551,54,Kochi,South,Clothing,Sports Shorts,3,7727.21,25,17386.22,Net Banking,Delivered,11,
ORD-2368,2023-07-18,2023,July,CUST-799,29,Mysuru,South,Toys & Games,Puzzle (1000 pcs),5,4417.26,5,20981.99,Credit Card,Delivered,8,
ORD-2425,2023-07-20,2023,July,CUST-584,27,Amritsar,North,Books,Clean Code,2,4486.19,20,7177.9,Credit Card,Delivered,12,
ORD-2287,2023-07-22,2023,July,CUST-439,23,Jabalpur,Central,Beauty,Hair Serum,1,271.22,0,271.22,Credit Card,Returned,8,Wrong item delivered
ORD-2515,2023-07-25,2023,July,CUST-645,35,Amritsar,North,Sports,Dumbbells (5kg),6,7146.87,15,36449.04,Debit Card,Delivered,5,
ORD-2620,2023-07-25,2023,July,CUST-534,32,Chennai,South,Electronics,Portable SSD,3,7803.14,15,19898.01,Wallet,Returned,7,Defective product
ORD-2312,2023-07-26,2023,July,CUST-427,34,Bengaluru,South,Books,Clean Code,4,718.11,20,2297.95,Wallet,Returned,3,Quality not as expected
ORD-2282,2023-07-27,2023,July,CUST-259,24,Vadodara,West,Toys & Games,Puzzle (1000 pcs),4,2247.45,0,8989.8,Credit Card,Delivered,10,
ORD-2365,2023-07-28,2023,July,CUST-133,52,Nashik,West,Toys & Games,Board Game - Strategy,2,6730.12,10,12114.22,Debit Card,Cancelled,,
ORD-2488,2023-07-29,2023,July,CUST-731,46,Nagpur,West,Home & Kitchen,Coffee Maker,2,5963.7,5,11331.03,Net Banking,Delivered,3,
ORD-2279,2023-07-30,2023,July,CUST-603,44,Dehradun,North,Electronics,Webcam,6,5844.0,0,35064.0,Credit Card,Delivered,4,
ORD-2792,2023-07-30,2023,July,CUST-803,33,Jaipur,North,Beauty,Sunscreen Spray,6,2716.04,5,15481.43,Wallet,Delivered,1,
ORD-2283,2023-08-01,2023,August,CUST-371,47,Varanasi,East,Books,Thinking Fast and Slow,4,1052.82,15,3579.59,Credit Card,Delivered,5,
ORD-2505,2023-08-01,2023,August,CUST-441,20,Delhi,North,Books,Data Science Handbook,4,5040.14,0,20160.56,Debit Card,Returned,7,Better price elsewhere
ORD-2432,2023-08-04,2023,August,CUST-197,24,Kochi,South,Toys & Games,Lego Set (200 pcs),6,2087.01,0,12522.06,Credit Card,Delivered,7,
ORD-2051,2023-08-05,2023,August,CUST-879,39,Patna,East,Home & Kitchen,Knife Set,1,2154.23,15,1831.1,Net Banking,Delivered,6,
ORD-2218,2023-08-05,2023,August,CUST-586,54,Pune,West,Toys & Games,Puzzle (1000 pcs),5,7360.3,5,34961.42,Debit Card,Cancelled,,
ORD-2338,2023-08-05,2023,August,CUST-703,19,Vizag,South,Clothing,Winter Jacket,1,1903.5,0,1903.5,COD,Cancelled,,
ORD-2919,2023-08-06,2023,August,CUST-217,48,Pune,West,Books,Deep Work,3,2804.15,25,6309.34,Debit Card,Cancelled,,
ORD-2855,2023-08-07,2023,August,CUST-682,58,Amritsar,North,Toys & Games,Building Blocks,3,3915.68,10,10572.34,Net Banking,Delivered,12,
ORD-2133,2023-08-08,2023,August,CUST-331,30,Jabalpur,Central,Beauty,Body Lotion,1,2963.52,0,2963.52,UPI,Delivered,8,
ORD-2910,2023-08-09,2023,August,CUST-244,59,Bhubaneswar,East,Books,SQL for Beginners,6,836.0,5,4765.2,Wallet,Cancelled,,
ORD-2511,2023-08-10,2023,August,CUST-214,29,Mysuru,South,Electronics,Mechanical Keyboard,4,6651.71,10,23946.16,Debit Card,Delivered,5,
ORD-2944,2023-08-10,2023,August,CUST-130,31,Bhopal,Central,Sports,Yoga Mat,5,4141.78,0,20708.9,Debit Card,Delivered,2,
ORD-2254,2023-08-12,2023,August,CUST-374,49,Varanasi,East,Electronics,Portable SSD,1,6384.86,20,5107.89,Debit Card,Delivered,4,
ORD-2577,2023-08-12,2023,August,CUST-344,36,Chennai,South,Home & Kitchen,Rice Cooker,5,6048.32,20,24193.28,Wallet,Delivered,6,
ORD-2293,2023-08-13,2023,August,CUST-280,29,Jaipur,North,Books,SQL for Beginners,6,2004.11,0,12024.66,UPI,Returned,7,Changed mind
ORD-2823,2023-08-13,2023,August,CUST-250,47,Meerut,North,Electronics,Power Bank,3,1242.14,10,3353.78,COD,Delivered,11,
ORD-2123,2023-08-15,2023,August,CUST-622,22,Bhubaneswar,East,Home & Kitchen,Vacuum Cleaner,4,6976.14,15,23718.88,Wallet,Delivered,3,
ORD-2730,2023-08-15,2023,August,CUST-137,41,Vadodara,West,Books,Data Science Handbook,2,809.74,10,1457.53,Debit Card,Delivered,8,
ORD-2867,2023-08-16,2023,August,CUST-162,48,Siliguri,East,Electronics,Wireless Earbuds,5,2519.92,5,11969.62,COD,Delivered,7,
ORD-2298,2023-08-17,2023,August,CUST-279,55,Varanasi,East,Books,Deep Work,2,5685.75,15,9665.77,Net Banking,Cancelled,,
ORD-2600,2023-08-18,2023,August,CUST-368,27,Amritsar,North,Sports,Skipping Rope,5,2499.92,25,9374.7,Debit Card,Delivered,1,
ORD-2582,2023-08-19,2023,August,CUST-615,35,Meerut,North,Books,Zero to One,6,7518.27,5,42854.14,Wallet,Delivered,6,
ORD-2064,2023-08-21,2023,August,CUST-114,37,Jabalpur,Central,Sports,Pull-up Bar,1,6676.76,10,6009.08,Wallet,Delivered,3,
ORD-2588,2023-08-21,2023,August,CUST-888,36,Raipur,Central,Home & Kitchen,Non-stick Pan,3,1455.72,10,3930.44,Credit Card,Delivered,6,
ORD-2974,2023-08-22,2023,August,CUST-873,28,Bhubaneswar,East,Toys & Games,Board Game - Strategy,1,6568.52,10,5911.67,UPI,Delivered,9,
ORD-2210,2023-08-24,2023,August,CUST-611,33,Gwalior,Central,Sports,Badminton Set,3,1303.05,15,3322.78,COD,Delivered,10,
ORD-2570,2023-08-24,2023,August,CUST-433,25,Jabalpur,Central,Books,Thinking Fast and Slow,4,1669.14,15,5675.08,UPI,Cancelled,,
ORD-2089,2023-08-26,2023,August,CUST-570,34,Guwahati,East,Electronics,Smart Watch,4,7310.35,0,29241.4,Debit Card,Delivered,11,
ORD-2392,2023-08-26,2023,August,CUST-339,41,Varanasi,East,Toys & Games,Board Game - Strategy,1,1827.67,25,1370.75,Credit Card,Delivered,5,
ORD-2789,2023-08-27,2023,August,CUST-416,25,Guwahati,East,Sports,Skipping Rope,5,4740.0,0,23700.0,UPI,Delivered,10,
ORD-2951,2023-08-27,2023,August,CUST-716,36,Surat,West,Beauty,Moisturiser SPF50,4,4582.01,15,15578.83,UPI,Returned,2,Better price elsewhere
ORD-2201,2023-08-28,2023,August,CUST-426,54,Bengaluru,South,Books,Zero to One,2,4079.78,10,7343.6,COD,Cancelled,,
ORD-2473,2023-08-28,2023,August,CUST-259,41,Gwalior,Central,Books,Atomic Habits,5,1250.97,0,6254.85,Wallet,Delivered,11,
ORD-2046,2023-08-29,2023,August,CUST-653,38,Guwahati,East,Toys & Games,Building Blocks,3,3573.99,10,9649.77,Credit Card,Delivered,6,
ORD-2124,2023-08-30,2023,August,CUST-302,34,Raipur,Central,Electronics,Gaming Mouse,3,2872.69,0,8618.07,UPI,Delivered,3,
ORD-2139,2023-08-30,2023,August,CUST-329,41,Mumbai,West,Books,Thinking Fast and Slow,4,519.73,15,1767.08,Credit Card,Delivered,2,
ORD-2447,2023-08-30,2023,August,CUST-271,18,Mumbai,West,Clothing,Winter Jacket,6,1819.53,0,10917.18,Debit Card,Returned,7,Changed mind
ORD-2794,2023-08-30,2023,August,CUST-842,45,Kochi,South,Electronics,LED Desk Lamp,2,823.9,5,1565.41,Net Banking,Delivered,2,
ORD-2366,2023-09-01,2023,September,CUST-809,36,Jaipur,North,Toys & Games,Puzzle (1000 pcs),6,5211.24,20,25013.95,Wallet,Delivered,12,
ORD-2026,2023-09-02,2023,September,CUST-787,26,Jabalpur,Central,Sports,Badminton Set,3,1712.65,15,4367.26,Wallet,Delivered,7,
ORD-2737,2023-09-02,2023,September,CUST-632,39,Jabalpur,Central,Toys & Games,Lego Set (200 pcs),3,2051.51,25,4615.9,UPI,Delivered,1,
ORD-2014,2023-09-03,2023,September,CUST-180,54,Chandigarh,North,Clothing,Sports Shorts,3,7040.9,10,19010.43,Credit Card,Delivered,4,
ORD-2069,2023-09-03,2023,September,CUST-260,22,Kochi,South,Sports,Resistance Bands,3,5316.38,0,15949.14,Credit Card,Delivered,9,
ORD-2811,2023-09-03,2023,September,CUST-487,43,Vadodara,West,Sports,Foam Roller,6,7131.2,15,36369.12,COD,Delivered,11,
ORD-2143,2023-09-04,2023,September,CUST-636,23,Coimbatore,South,Beauty,Lip Balm Pack,4,111.36,15,378.62,Debit Card,Returned,7,Wrong item delivered
ORD-2352,2023-09-04,2023,September,CUST-619,21,Patna,East,Sports,Skipping Rope,1,6035.3,15,5130.01,UPI,Delivered,5,
ORD-2060,2023-09-05,2023,September,CUST-600,44,Mumbai,West,Clothing,Fleece Hoodie,5,7588.69,0,37943.45,COD,Cancelled,,
ORD-2471,2023-09-06,2023,September,CUST-431,45,Raipur,Central,Home & Kitchen,Toaster,5,4965.38,5,23585.56,Wallet,Delivered,5,
ORD-2042,2023-09-08,2023,September,CUST-566,22,Surat,West,Electronics,Laptop Stand,2,1263.1,0,2526.2,Net Banking,Delivered,10,
ORD-2200,2023-09-08,2023,September,CUST-511,20,Chandigarh,North,Books,Clean Code,5,364.25,0,1821.25,Net Banking,Cancelled,,
ORD-2498,2023-09-08,2023,September,CUST-670,58,Cuttack,East,Home & Kitchen,Rice Cooker,1,4848.61,0,4848.61,UPI,Returned,5,Quality not as expected
ORD-2575,2023-09-11,2023,September,CUST-327,55,Mumbai,West,Home & Kitchen,Rice Cooker,6,3481.07,5,19842.1,COD,Delivered,7,
ORD-2263,2023-09-12,2023,September,CUST-391,56,Varanasi,East,Home & Kitchen,Electric Kettle,2,2056.51,0,4113.02,Wallet,Returned,10,Quality not as expected
ORD-2864,2023-09-13,2023,September,CUST-817,34,Dehradun,North,Clothing,Sports Shorts,2,4978.14,0,9956.28,UPI,Delivered,2,
ORD-2137,2023-09-14,2023,September,CUST-480,48,Siliguri,East,Toys & Games,Remote Control Car,2,6552.44,0,13104.88,COD,Delivered,11,
ORD-2444,2023-09-14,2023,September,CUST-886,25,Bhubaneswar,East,Electronics,Bluetooth Speaker,5,3813.16,5,18112.51,Wallet,Delivered,1,
ORD-2787,2023-09-15,2023,September,CUST-746,38,Bhubaneswar,East,Clothing,Fleece Hoodie,6,4334.83,0,26008.98,Wallet,Delivered,10,
ORD-2066,2023-09-16,2023,September,CUST-510,22,Cuttack,East,Sports,Dumbbells (5kg),4,2790.58,0,11162.32,Net Banking,Delivered,2,
ORD-2037,2023-09-18,2023,September,CUST-101,45,Bhubaneswar,East,Clothing,Formal Shirt,4,7205.09,5,27379.34,COD,Delivered,12,
ORD-2802,2023-09-18,2023,September,CUST-778,55,Lucknow,North,Electronics,Webcam,3,4881.94,0,14645.82,UPI,Delivered,10,
ORD-2476,2023-09-19,2023,September,CUST-305,36,Dehradun,North,Beauty,Face Wash,5,7256.72,0,36283.6,Wallet,Delivered,1,
ORD-2647,2023-09-19,2023,September,CUST-404,33,Siliguri,East,Sports,Jump Rope,1,7286.33,20,5829.06,UPI,Delivered,2,
ORD-2404,2023-09-21,2023,September,CUST-691,18,Guwahati,East,Books,The Pragmatic Programmer,1,2336.81,20,1869.45,COD,Delivered,1,
ORD-2398,2023-09-22,2023,September,CUST-713,43,Bhopal,Central,Books,SQL for Beginners,5,1259.23,0,6296.15,COD,Delivered,9,
ORD-2719,2023-09-22,2023,September,CUST-307,21,Agra,North,Clothing,Kurta Set,2,3360.3,15,5712.51,UPI,Delivered,2,
ORD-2914,2023-09-22,2023,September,CUST-765,46,Chandigarh,North,Clothing,Formal Shirt,2,5713.17,25,8569.76,UPI,Delivered,5,
ORD-2551,2023-09-23,2023,September,CUST-172,22,Guwahati,East,Books,Zero to One,5,5181.37,25,19430.14,COD,Delivered,1,
ORD-2939,2023-09-24,2023,September,CUST-247,23,Kochi,South,Books,The Pragmatic Programmer,6,6261.23,20,30053.9,Wallet,Returned,1,Changed mind
ORD-2342,2023-09-27,2023,September,CUST-820,40,Pune,West,Beauty,Hair Serum,1,4031.14,5,3829.58,Net Banking,Delivered,4,
ORD-2916,2023-09-27,2023,September,CUST-735,20,Vadodara,West,Toys & Games,Building Blocks,1,5488.39,25,4116.29,Wallet,Cancelled,,
ORD-2015,2023-09-29,2023,September,CUST-316,45,Lucknow,North,Beauty,Makeup Brush Set,2,5311.03,0,10622.06,COD,Delivered,10,
ORD-2008,2023-10-02,2023,October,CUST-835,54,Jaipur,North,Books,Atomic Habits,1,6458.86,20,5167.09,Debit Card,Delivered,4,
ORD-2223,2023-10-02,2023,October,CUST-257,58,Amritsar,North,Beauty,Body Lotion,2,5732.56,0,11465.12,Wallet,Delivered,7,
ORD-2247,2023-10-02,2023,October,CUST-475,52,Gwalior,Central,Books,Thinking Fast and Slow,5,4134.37,0,20671.85,COD,Cancelled,,
ORD-2685,2023-10-02,2023,October,CUST-606,25,Dehradun,North,Electronics,Gaming Mouse,5,2594.22,0,12971.1,COD,Returned,7,Better price elsewhere
ORD-2721,2023-10-03,2023,October,CUST-352,24,Kolkata,East,Home & Kitchen,Air Fryer,4,5103.98,0,20415.92,COD,Returned,10,Delayed delivery
ORD-2905,2023-10-04,2023,October,CUST-471,22,Bengaluru,South,Home & Kitchen,Toaster,3,5207.51,5,14841.4,COD,Delivered,2,
ORD-2275,2023-10-05,2023,October,CUST-222,41,Mysuru,South,Beauty,Body Lotion,2,3387.43,15,5758.63,COD,Delivered,10,
ORD-2029,2023-10-06,2023,October,CUST-834,31,Pune,West,Electronics,USB-C Hub,1,5964.09,0,5964.09,Debit Card,Delivered,10,
